"error_x","error_y"
70.501,11.7785348,
70.501,13.36395928,
70.514,13.36350575,
70.514,13.40830039,
70.541,13.40831929,
70.541,13.23023577,
70.564,13.22996445,
70.564,13.27454062,
70.564,13.27501309,
70.564,13.71016083,
70.604,13.71149372,
70.604,13.79727299,
70.604,13.79689898,
70.604,14.78244047,
70.604,14.78244047,
70.604,14.78244047,
70.604,14.78327803,
70.604,15.34215677,
70.634,15.34315486,
70.634,15.384323,
70.634,15.38453249,
70.634,15.44334476,
70.701,15.44456185,
70.701,15.48572102,
70.701,15.48428662,
70.701,14.27742067,
70.711,14.278728,
70.711,14.31818424,
70.711,14.3185886,
70.711,14.73816065,
70.774,14.7396912,
70.774,14.77925305,
70.774,14.78208788,
70.774,13.58886692,
70.801,13.59115905,
70.801,13.62895689,
70.801,13.63117403,
70.801,14.03539204,
70.834,14.03803233,
70.834,14.07604957,
70.841,14.08166803,
70.841,13.90129882,
70.881,13.90831988,
70.881,13.98105313,
70.881,13.98548619,
70.881,15.10460607,
70.891,15.10460607,
70.891,15.10460607,
70.891,15.10725029,
70.891,15.26199787,
70.921,15.265991,
70.921,15.30067529,
70.921,15.30830391,
70.921,15.6878072,
70.961,15.69227341,
70.961,15.72742066,
70.961,15.72866659,
70.961,15.58069878,
71.004,15.58556535,
71.004,15.61879043,
71.004,15.62463609,
71.004,16.40867798,
71.031,16.41372752,
71.031,16.44756204,
71.031,16.45652388,
71.031,16.98580218,
71.054,16.9913317,
71.054,17.02317291,
71.054,17.01946078,
71.054,16.53692315,
71.104,16.5426346,
71.104,16.57522352,
71.104,16.56911696,
71.104,16.40602195,
71.131,16.4118691,
71.131,16.44242118,
71.131,16.46021875,
71.131,16.27195422,
71.154,16.27866624,
71.154,16.31005795,
71.154,16.34613863,
71.154,17.38908977,
71.171,17.39673426,
71.171,17.4260269,
71.171,17.42652283,
71.171,18.82076087,
71.214,18.82076087,
71.214,18.82076087,
71.214,18.83213438,
71.214,19.16053102,
71.214,19.16792175,
71.214,19.19819787,
71.214,19.21108906,
71.214,19.84004571,
71.271,19.84781119,
71.271,19.87600508,
71.311,19.85605101,
71.311,18.6282646,
71.331,18.63613746,
71.331,18.6653694,
71.331,18.65927107,
71.331,17.8393195,
71.371,17.85626227,
71.371,17.9116089,
71.371,17.90895357,
71.371,17.76282658,
71.391,17.77169133,
71.391,17.79781858,
71.391,17.77325559,
71.391,18.10197144,
71.424,18.11020175,
71.424,18.13755308,
71.424,18.19636794,
71.424,18.78992348,
71.451,18.79953922,
71.451,18.82470696,
71.451,18.83933432,
71.451,19.14834063,
71.511,19.15820786,
71.511,19.18460486,
71.511,19.1734166,
71.511,18.70443725,
71.524,18.71465197,
71.524,18.73892198,
71.524,18.72209307,
71.524,17.1316395,
71.554,17.14254337,
71.554,17.16806813,
71.554,17.18109318,
71.554,17.41889844,
71.574,17.43026693,
71.574,17.45365157,
71.574,17.46537185,
71.574,17.66549796,
71.634,17.67707112,
71.634,17.70179578,
71.634,17.69987588,
71.634,17.85621324,
71.664,17.86800162,
71.664,17.89059696,
71.664,17.88559758,
71.664,17.69532314,
71.674,17.69532314,
71.674,17.69532314,
71.674,17.69524571,
71.674,17.57137511,
71.734,17.59577055,
71.734,17.64157669,
71.734,17.67780133,
71.734,18.34393325,
71.761,18.35656067,
71.761,18.37983147,
71.761,18.39657904,
71.761,18.62213414,
71.794,18.62213414,
71.794,18.62213414,
71.794,18.6301859,
71.794,19.2792925,
71.844,19.30496144,
71.844,19.34870513,
71.844,19.3597268,
71.844,19.59131267,
71.861,19.59131267,
71.861,19.59131267,
71.861,19.61625186,
71.861,19.74490269,
71.884,19.75842301,
71.884,19.77886987,
71.884,19.7501675,
71.884,18.39948145,
71.921,18.41361194,
71.921,18.43554283,
71.921,18.47556838,
71.921,19.00800685,
71.961,19.03741016,
71.961,19.07848184,
71.961,19.05933073,
71.961,18.49868852,
71.984,18.49868852,
71.984,18.49868852,
71.984,18.57183779,
71.984,20.63890638,
72.001,20.65354506,
72.001,20.67274393,
72.001,20.66841754,
72.001,20.64242009,
72.041,20.64242009,
72.041,20.64242009,
72.061,20.68685212,
72.061,21.0426557,
72.111,21.08834635,
72.111,21.14792651,
72.111,21.14415988,
72.111,21.69994677,
72.134,21.69994677,
72.134,21.69994677,
72.134,21.68522288,
72.134,21.15690507,
72.144,21.17234892,
72.144,21.19044357,
72.144,21.26615173,
72.144,22.26186842,
72.194,22.27748524,
72.194,22.29770309,
72.194,22.32379174,
72.194,22.82363618,
72.221,22.83951837,
72.221,22.85758254,
72.221,22.88346363,
72.221,22.9912372,
72.264,23.00763721,
72.264,23.0235114,
72.264,23.03518789,
72.264,22.93037519,
72.304,22.94727508,
72.304,22.96094716,
72.304,22.96146407,
72.304,23.0787517,
72.334,23.09585396,
72.334,23.10732782,
72.334,23.11542369,
72.334,22.91113403,
72.361,22.92874467,
72.361,22.93799615,
72.361,22.85786564,
72.361,21.66585654,
72.404,21.68379421,
72.404,21.69082475,
72.404,21.75819032,
72.404,22.97023137,
72.434,22.98813397,
72.434,22.99294741,
72.434,23.00748429,
72.434,23.08148031,
72.464,23.09969114,
72.464,23.1022761,
72.464,23.13880408,
72.464,23.37713728,
72.481,23.39571955,
72.481,23.39607809,
72.484,23.47644393,
72.484,24.95874901,
72.524,24.97711318,
72.524,24.97524712,
72.524,25.00881157,
72.524,25.08361095,
72.554,25.12125223,
72.554,25.11102533,
72.611,25.18127175,
72.611,25.20322364,
72.611,25.20322364,
72.611,25.20322364,
72.621,25.21618476,
72.621,25.30333218,
72.624,25.32295429,
72.624,25.31477037,
72.641,25.18811721,
72.641,24.57338569,
72.641,24.57338569,
72.641,24.57338569,
72.641,24.63836691,
72.641,25.03254595,
72.691,25.07129635,
72.691,25.04919512,
72.691,24.97880095,
72.691,24.14196153,
72.724,24.16149731,
72.724,24.14774489,
72.724,24.14940175,
72.724,23.35685208,
72.741,23.37711687,
72.741,23.36166203,
72.741,23.38158724,
72.741,23.41184601,
72.801,23.43229295,
72.801,23.41525513,
72.801,23.25816208,
72.801,21.88597459,
72.831,21.90633597,
72.831,21.8876792,
72.844,21.97163345,
72.844,22.47207617,
72.871,22.49269838,
72.871,22.47261167,
72.871,22.47698444,
72.871,22.42926106,
72.894,22.44997225,
72.894,22.42841925,
72.894,22.35409986,
72.894,21.31335596,
72.931,21.33447111,
72.931,21.31164961,
72.931,21.35553621,
72.931,21.56647647,
72.964,21.58771993,
72.964,21.56356919,
72.964,21.56220848,
72.964,20.94356115,
72.984,20.96542113,
72.984,20.94017541,
72.984,20.96943991,
72.984,21.67626682,
73.031,21.6975989,
73.031,21.67103855,
73.031,21.79582261,
73.031,22.39837045,
73.031,22.39837045,
73.031,22.39837045,
73.031,22.44924603,
73.031,22.67757772,
73.104,22.72092963,
73.104,22.6646901,
73.104,22.55430006,
73.104,22.00453171,
73.151,22.04730383,
73.151,21.98687727,
73.151,21.97142171,
73.151,21.79475067,
73.151,21.79475067,
73.151,21.79475067,
73.151,21.79475067,
73.151,21.79475067,
73.194,21.81616573,
73.194,21.78456037,
73.194,21.73848975,
73.194,21.87241534,
73.234,21.8933473,
73.234,21.86069829,
73.234,21.99014127,
73.234,22.53152439,
73.254,22.53152439,
73.254,22.53152439,
73.254,22.59382872,
73.254,22.7954591,
73.291,22.83808116,
73.291,22.77059068,
73.291,22.78104447,
73.291,23.19497308,
73.324,23.21589861,
73.324,23.18091072,
73.324,23.19612383,
73.324,23.14449874,
73.374,23.16547865,
73.374,23.12973091,
73.374,23.01958163,
73.374,22.3106774,
73.391,22.33164248,
73.391,22.29526882,
73.391,21.99390019,
73.391,19.07263037,
73.431,19.09465999,
73.431,19.05791899,
73.431,19.11407002,
73.431,19.34184622,
73.471,19.36391756,
73.471,19.32665043,
73.471,19.26618873,
73.471,18.93191586,
73.491,18.93191586,
73.491,18.93191586,
73.494,19.03935599,
73.494,19.89026882,
73.534,19.93355026,
73.534,19.85704463,
73.534,19.90281179,
73.534,20.01588518,
73.571,20.03758133,
73.571,19.99850941,
73.571,19.82696281,
73.571,18.7533779,
73.604,18.77530346,
73.604,18.73590111,
73.604,18.84391344,
73.604,19.57041453,
73.624,19.59200611,
73.624,19.55195617,
73.624,19.54976892,
73.624,19.34763468,
73.664,19.36942285,
73.664,19.32908542,
73.664,19.4561484,
73.664,19.85748671,
73.701,19.87937028,
73.701,19.8386053,
73.701,19.61376674,
73.701,18.51580762,
73.711,18.51580762,
73.711,18.51580762,
73.711,18.57874611,
73.711,18.37858329,
73.731,18.40111751,
73.731,18.36032974,
73.731,18.50868467,
73.731,18.95922122,
73.791,18.98182051,
73.791,18.94065166,
73.791,18.96755368,
73.791,18.94595808,
73.834,18.96869443,
73.834,18.92732889,
73.834,18.81543949,
73.834,18.45423236,
73.871,18.4768078,
73.871,18.43499559,
73.871,18.26009882,
73.871,17.69355828,
73.894,17.71602205,
73.894,17.67393035,
73.894,17.71926033,
73.894,17.88187314,
73.914,17.90425989,
73.914,17.8617926,
73.914,17.97254268,
73.914,18.42166002,
73.934,18.44398912,
73.934,18.40129928,
73.934,18.56777322,
73.934,18.98541992,
74.001,19.00785139,
74.001,18.96491339,
74.001,18.88232826,
74.001,18.61476446,
74.024,18.6371883,
74.024,18.59408872,
74.024,18.5575558,
74.024,18.77527152,
74.064,18.7972003,
74.064,18.75354291,
74.064,18.81626209,
74.064,19.13013581,
74.094,19.15197823,
74.094,19.10813588,
74.094,19.07490624,
74.094,18.98142543,
74.124,19.00315361,
74.124,18.95898848,
74.124,19.08861114,
74.124,19.39919435,
74.171,19.42109757,
74.171,19.37692651,
74.171,19.22692258,
74.171,18.44161219,
74.194,18.46375376,
74.194,18.41950537,
74.194,18.51106894,
74.194,19.2272467,
74.221,19.24984553,
74.221,19.20673924,
74.234,19.41726077,
74.234,20.00180521,
74.271,20.02536424,
74.271,19.98366589,
74.271,19.95755411,
74.271,19.84699598,
74.301,19.87146351,
74.301,19.83122715,
74.301,19.86456854,
74.301,19.83147549,
74.334,19.85689991,
74.334,19.81807348,
74.334,19.76402079,
74.334,19.60507997,
74.364,19.63130825,
74.364,19.59390082,
74.364,19.54551229,
74.364,19.40130086,
74.441,19.45589293,
74.441,19.38508595,
74.441,19.73642211,
74.441,20.6330987,
74.441,20.6330987,
74.441,20.6330987,
74.441,20.6330987,
74.441,20.6330987,
74.444,20.66156121,
74.444,20.62810382,
74.444,20.73151798,
74.444,20.96777186,
74.484,20.99698377,
74.484,20.96490013,
74.484,20.69033343,
74.484,19.97146844,
74.521,20.00119027,
74.521,19.97024678,
74.521,19.92910523,
74.521,18.83911772,
74.571,18.87104072,
74.571,18.84199177,
74.571,18.44770697,
74.571,17.58211841,
74.594,17.61445259,
74.594,17.58644412,
74.594,17.63000697,
74.594,18.48533699,
74.634,18.51694494,
74.634,18.48971846,
74.634,18.52862299,
74.634,18.37178316,
74.661,18.37178316,
74.661,18.37178316,
74.681,18.51009349,
74.681,18.7014004,
74.681,18.7342185,
74.681,18.70826787,
74.681,18.54271572,
74.681,17.97629422,
74.721,18.04408374,
74.721,17.99579536,
74.721,18.05258228,
74.721,18.21152159,
74.764,18.24613519,
74.764,18.22358013,
74.764,18.08082319,
74.764,17.81496028,
74.774,17.81496028,
74.774,17.81496028,
74.774,17.68495458,
74.774,17.41539209,
74.824,17.45028355,
74.824,17.42859076,
74.824,17.35926165,
74.824,16.63036294,
74.871,16.70392793,
74.871,16.66428188,
74.871,16.35924302,
74.871,15.90187134,
74.881,15.9389981,
74.881,15.92051624,
74.881,16.09342246,
74.881,16.00242269,
74.924,16.04093262,
74.924,16.02346717,
74.924,16.01450129,
74.924,16.02865589,
74.964,16.06753119,
74.964,16.0510292,
74.964,16.1036345,
74.964,16.15488908,
74.994,16.19422276,
74.994,16.17844008,
74.994,16.59850781,
74.994,17.2131193,
75.054,17.25304411,
75.054,17.23823554,
75.054,17.46775782,
75.054,17.74967594,
75.054,17.74967594,
75.054,17.74967594,
75.054,17.74967594,
75.054,17.74967594,
75.104,17.83090655,
75.104,17.80354992,
75.104,17.57487397,
75.104,17.42344584,
75.144,17.46403065,
75.144,17.45124344,
75.144,17.27806723,
75.144,17.07130656,
75.164,17.11203976,
75.164,17.10007019,
75.164,17.16338132,
75.164,17.21108826,
75.184,17.25222439,
75.184,17.24078908,
75.184,17.02019587,
75.184,16.60925383,
75.224,16.65084255,
75.224,16.64024591,
75.224,16.66222927,
75.224,16.61207127,
75.281,16.65412843,
75.281,16.64401886,
75.281,16.85666751,
75.281,17.04131385,
75.281,17.08399414,
75.281,17.07471179,
75.281,17.46229871,
75.281,17.65158997,
75.281,17.65158997,
75.281,17.65158997,
75.281,17.65158997,
75.281,17.65158997,
75.364,17.69536403,
75.364,17.68660237,
75.364,16.83969196,
75.364,15.85619055,
75.404,15.89964338,
75.404,15.89153736,
75.404,15.69756457,
75.404,16.0262151,
75.414,16.06826864,
75.414,16.06029915,
75.414,16.34777138,
75.414,16.62453498,
75.471,16.71017625,
75.471,16.69610925,
75.504,16.20135558,
75.504,15.61623114,
75.504,15.65897712,
75.504,15.65274525,
75.504,15.65274525,
75.504,15.65274525,
75.521,15.65274525,
75.521,15.65274525,
75.521,15.61018407,
75.521,15.49623031,
75.544,15.53932999,
75.544,15.53335874,
75.544,16.06731874,
75.544,16.53223878,
75.591,16.57630673,
75.591,16.57108671,
75.591,15.65185921,
75.591,14.89370977,
75.604,14.89370977,
75.604,14.89370977,
75.604,15.2510594,
75.604,15.55136842,
75.661,15.63799951,
75.661,15.62846394,
75.661,15.35296673,
75.661,14.82755655,
75.704,14.87156396,
75.704,14.86730355,
75.704,14.49438263,
75.704,13.97673837,
75.734,14.02096681,
75.734,14.01736341,
75.734,14.03571358,
75.734,13.96554957,
75.754,14.01028317,
75.754,14.00680172,
75.754,13.56066783,
75.754,13.02615665,
75.794,13.07091071,
75.794,13.06806192,
75.794,13.23865263,
75.794,13.36703536,
75.834,13.41229422,
75.834,13.40951836,
75.834,13.46066799,
75.834,13.77777101,
75.871,13.82242068,
75.871,13.82024566,
75.871,13.18239432,
75.871,12.61351345,
75.904,12.65726197,
75.904,12.65506041,
75.904,12.33037026,
75.904,12.28210937,
75.924,12.3246026,
75.924,12.32301101,
75.924,12.04538715,
75.924,11.99547256,
75.951,12.03681397,
75.951,12.03515639,
75.961,12.01079548,
75.961,12.18086787,
75.984,12.22175022,
75.984,12.22075449,
76.004,12.41404213,
76.004,12.69429857,
76.004,12.73558262,
76.004,12.7345081,
76.004,13.11286517,
76.004,13.41512995,
76.004,13.41512995,
76.004,13.41512995,
76.004,13.13770316,
76.004,12.88622267,
76.104,12.97013531,
76.104,12.96921685,
76.104,12.53703085,
76.104,12.17775422,
76.124,12.21879386,
76.124,12.21894913,
76.124,12.02575984,
76.124,11.45646992,
76.181,11.49857178,
76.181,11.49855022,
76.181,11.13042322,
76.181,11.17949517,
76.181,11.17949517,
76.181,11.17949517,
76.181,11.17949517,
76.181,11.17949517,
76.234,11.25948109,
76.234,11.26062433,
76.234,10.90293677,
76.234,10.25069814,
76.251,10.25069814,
76.251,10.25069814,
76.251,10.66234918,
76.251,10.94570845,
76.291,10.98756004,
76.291,10.9861888,
76.301,10.90674795,
76.301,10.6466841,
76.334,10.73219726,
76.334,10.73486682,
76.334,10.17826619,
76.334,9.896813951,
76.344,9.896813951,
76.344,9.896813951,
76.344,9.921164346,
76.344,9.93410902,
76.394,9.974623348,
76.394,9.978774693,
76.394,9.882391367,
76.394,9.663566883,
76.431,9.745391933,
76.431,9.759069739,
76.431,9.420456319,
76.431,9.184719207,
76.464,9.224091487,
76.464,9.23382856,
76.464,9.135429281,
76.464,9.064066393,
76.491,9.102969464,
76.491,9.114449831,
76.491,8.995058916,
76.491,8.476787962,
76.524,8.476787962,
76.524,8.476787962,
76.524,8.266369431,
76.524,8.120279757,
76.554,8.15936299,
76.554,8.172466605,
76.554,8.066291143,
76.554,7.997155484,
76.574,8.035591628,
76.574,8.050329574,
76.574,8.255961908,
76.574,8.383872625,
76.634,8.423360942,
76.634,8.439352914,
76.634,7.52649002,
76.634,6.559141746,
76.661,6.62732008,
76.661,6.665861623,
76.661,6.491044123,
76.661,6.365515614,
76.691,6.397818847,
76.691,6.419574432,
76.691,6.750356201,
76.691,6.864966091,
76.721,6.900643018,
76.721,6.922772703,
76.721,7.133913063,
76.721,6.829356278,
76.751,6.868615386,
76.751,6.890573716,
76.751,6.8717732,
76.751,6.858515563,
76.811,6.897435339,
76.811,6.920511375,
76.811,6.342959153,
76.811,5.803030412,
76.821,5.839031563,
76.821,5.864148573,
76.821,5.73109132,
76.821,5.654133825,
76.844,5.688869414,
76.844,5.715426903,
76.844,5.750969322,
76.844,5.768191103,
76.894,5.803068619,
76.894,5.830393069,
76.894,5.977365155,
76.894,5.904501124,
76.941,5.941094148,
76.941,5.968437187,
76.941,5.618477273,
76.941,5.17022105,
76.944,5.17022105,
76.944,5.17022105,
76.944,5.072905162,
76.944,5.03128404,
76.984,5.065864327,
76.984,5.09483938,
77.001,4.826258465,
77.001,4.125853254,
77.004,4.161771292,
77.004,4.190741118,
77.004,4.435802216,
77.004,4.54025588,
77.064,4.577785619,
77.064,4.60633958,
77.064,4.6508743,
77.064,4.665577725,
77.091,4.703054022,
77.091,4.732114263,
77.091,4.193895491,
77.091,3.975390954,
77.111,4.040087813,
77.111,4.105644194,
77.111,4.38498733,
77.111,4.224574886,
77.161,4.261163983,
77.161,4.291851246,
77.161,4.014821291,
77.161,3.902599598,
77.211,3.936725832,
77.211,3.969508612,
77.211,3.202658011,
77.211,2.602993841,
77.224,2.602993841,
77.224,2.602993841,
77.224,2.739284524,
77.224,2.828600148,
77.241,2.853901902,
77.241,2.892155412,
77.241,3.133163293,
77.241,3.247428736,
77.304,3.276952838,
77.304,3.313444503,
77.304,2.938801071,
77.304,2.865392748,
77.334,2.885848667,
77.334,2.927287756,
77.334,2.837780044,
77.334,2.848788542,
77.371,2.865743017,
77.371,2.909078075,
77.371,2.789127271,
77.371,2.457801943,
77.391,2.469400357,
77.391,2.514765456,
77.391,2.535318002,
77.391,2.552126648,
77.421,2.56560726,
77.421,2.611128075,
77.421,2.51661376,
77.421,2.22703476,
77.461,2.232492928,
77.461,2.280123546,
77.461,2.278738973,
77.461,2.276986446,
77.514,2.289917776,
77.514,2.386520308,
77.514,2.367324682,
77.514,1.911718185,
77.541,1.911718185,
77.541,1.911718185,
77.541,2.000840908,
77.541,1.917829768,
77.571,1.903294871,
77.571,1.95075088,
77.571,2.001995293,
77.571,1.967129062,
77.594,1.950538095,
77.594,1.997572666,
77.594,1.96794141,
77.594,2.097883563,
77.634,2.085537496,
77.634,2.134512472,
77.634,2.26593605,
77.634,2.186909627,
77.664,2.168059813,
77.664,2.214720317,
77.671,2.37025697,
77.671,2.311398473,
77.694,2.265775621,
77.694,2.35583712,
77.694,2.356631613,
77.694,1.878321836,
77.734,1.878321836,
77.734,1.878321836,
77.734,1.68866149,
77.734,1.601460495,
77.771,1.580493427,
77.771,1.62685899,
77.771,2.102085543,
77.771,1.997904861,
77.794,1.965270996,
77.794,2.000221133,
77.794,2.167728632,
77.794,2.080826086,
77.811,2.046285633,
77.811,2.077796366,
77.811,2.002945229,
77.811,2.011605585,
77.871,1.979037979,
77.871,2.01353966,
77.871,2.431794822,
77.871,2.348193468,
77.891,2.312145518,
77.891,2.339494131,
77.891,1.834723697,
77.891,1.678737034,
77.934,1.645000061,
77.934,1.676952579,
77.934,2.821707398,
77.934,2.722425037,
77.964,2.683084108,
77.964,2.697466079,
77.964,2.731979714,
77.964,2.749849217,
78.001,2.711219113,
78.001,2.727874122,
78.001,2.573003733,
78.001,2.581449151,
78.001,2.544004663,
78.001,2.563592155,
78.001,3.317904137,
78.001,3.289914648,
78.064,3.251561696,
78.064,3.266115774,
78.064,4.15827082,
78.064,4.137377124,
78.094,4.098960622,
78.094,4.109937786,
78.104,3.80829091,
78.104,3.807435205,
78.121,3.769446166,
78.121,3.782170976,
78.121,3.341357517,
78.121,3.352025714,
78.164,3.315120909,
78.164,3.331278416,
78.164,3.329922436,
78.164,3.349641893,
78.201,3.313315761,
78.201,3.331551498,
78.201,4.533568162,
78.201,4.445044754,
78.204,4.445044754,
78.204,4.445044754,
78.204,4.114524832,
78.204,4.122891871,
78.234,4.085688397,
78.234,4.095829782,
78.234,3.198555459,
78.234,3.226040562,
78.274,3.189803716,
78.274,3.205713168,
78.274,3.784526449,
78.274,3.770263715,
78.331,3.731782459,
78.331,3.745014838,
78.331,4.490232697,
78.331,4.479072586,
78.354,4.399667696,
78.354,4.422468966,
78.354,4.413009971,
78.354,4.442079686,
78.394,4.442079686,
78.394,4.442079686,
78.414,5.505017423,
78.414,5.493873269,
78.424,5.420265506,
78.424,5.443217175,
78.424,6.210028643,
78.424,6.226996437,
78.461,6.192306129,
78.461,6.204224842,
78.461,6.265841504,
78.461,6.269071849,
78.501,6.269071849,
78.501,6.269071849,
78.501,7.017736521,
78.501,7.023219217,
78.541,6.956015575,
78.541,6.979697674,
78.541,5.758267493,
78.541,5.6916714,
78.564,5.659181252,
78.564,5.671791571,
78.564,6.244430114,
78.564,6.241404463,
78.594,6.241404463,
78.594,6.241404463,
78.594,6.641452581,
78.594,6.64244505,
78.594,6.611770382,
78.594,6.62321732,
78.594,6.929299688,
78.594,6.937978134,
78.681,6.878557806,
78.681,6.903134845,
78.684,7.101483554,
78.684,7.055116348,
78.701,7.026068431,
78.701,7.036834444,
78.701,7.793409916,
78.701,7.784010735,
78.734,7.756941847,
78.734,7.766867693,
78.734,6.435982246,
78.734,6.360882005,
78.754,6.360882005,
78.754,6.360882005,
78.764,6.252192171,
78.764,6.252325117,
78.801,6.199359285,
78.801,6.216872723,
78.801,5.598768981,
78.801,5.548508778,
78.801,5.548508778,
78.801,5.548508778,
78.861,5.34923651,
78.861,5.34596304,
78.861,5.296038544,
78.861,5.310004678,
78.861,5.151525645,
78.861,5.152152656,
78.904,5.152152656,
78.904,5.152152656,
78.904,6.401357382,
78.904,6.394616936,
78.924,6.370081767,
78.924,6.376209751,
78.924,6.581890014,
78.924,6.582575198,
78.961,6.560217041,
78.961,6.566933786,
78.961,7.041289527,
78.961,7.043736565,
78.984,7.020656538,
78.984,7.027704427,
78.984,7.502569488,
78.984,7.505830579,
79.014,7.48493821,
79.014,7.492439189,
79.014,6.896353092,
79.014,6.886851072,
79.071,6.865141633,
79.071,6.873177276,
79.071,6.983772021,
79.071,6.934851555,
79.091,6.915208136,
79.091,6.918639151,
79.091,7.480596919,
79.091,7.484154282,
79.131,7.463585543,
79.131,7.467853388,
79.131,8.080523068,
79.131,8.075070859,
79.151,8.056704328,
79.151,8.06047931,
79.151,7.858516525,
79.151,7.846994763,
79.194,7.827578779,
79.194,7.829996109,
79.194,8.38782136,
79.194,8.389899062,
79.221,8.372716059,
79.221,8.375905337,
79.221,7.830300201,
79.221,7.820394966,
79.254,7.802080818,
79.254,7.803982398,
79.254,8.691775864,
79.254,8.695772302,
79.304,8.679703757,
79.304,8.682769502,
79.304,8.381705841,
79.304,8.379871013,
79.334,8.362607105,
79.334,8.366003041,
79.334,8.031546206,
79.334,8.022344381,
79.364,7.991009316,
79.364,7.996430907,
79.364,9.571604426,
79.364,9.579401742,
79.394,9.579401742,
79.394,9.579401742,
79.394,9.74215097,
79.394,9.745551457,
79.434,9.73151858,
79.434,9.73590675,
79.434,9.046716516,
79.434,9.032070521,
79.454,9.01668177,
79.454,9.020136378,
79.454,9.072312091,
79.454,9.075532227,
79.454,9.062410675,
79.454,9.06676713,
79.454,8.816801409,
79.454,8.811479046,
79.504,8.811479046,
79.504,8.811479046,
79.504,8.976551105,
79.504,8.979733235,
79.544,8.965206435,
79.544,8.969861084,
79.544,9.327328095,
79.544,9.332409463,
79.584,9.320154647,
79.584,9.325629645,
79.584,9.000513062,
79.584,8.987314919,
79.621,8.973582504,
79.621,8.978505369,
79.621,9.189035164,
79.621,9.191745987,
79.664,9.167303367,
79.664,9.178948767,
79.664,10.40833468,
79.664,10.4003561,
79.701,10.38963549,
79.701,10.39478599,
79.701,11.35640665,
79.701,11.37731762,
79.721,11.36503898,
79.721,11.3715861,
79.721,8.318147339,
79.721,8.244111847,
79.774,8.234064359,
79.774,8.2367637,
79.774,8.4993255,
79.774,8.501062052,
79.784,8.489386612,
79.784,8.492827603,
79.784,8.499277999,
79.784,8.498702556,
79.804,8.489311628,
79.804,8.493220169,
79.804,8.7683968,
79.804,8.766977067,
79.841,8.766977067,
79.841,8.766977067,
79.841,7.546792399,
79.841,7.530607317,
79.904,7.510724454,
79.904,7.510302167,
79.904,8.776330056,
79.904,8.7817788,
79.904,8.771262558,
79.904,8.773911972,
79.911,8.505176214,
79.911,8.502306563,
79.971,8.49407887,
79.971,8.496799272,
79.974,8.707997176,
79.974,8.700815924,
79.994,8.690819309,
79.994,8.692072472,
79.994,9.449286686,
79.994,9.4534159,
80.031,9.445715423,
80.031,9.448395908,
80.034,9.93264944,
80.034,9.9342576,
80.034,9.9342576,
80.034,9.9342576,
80.034,9.479168215,
80.034,9.475902748,
80.094,9.459194649,
80.094,9.465435608,
80.094,8.373546102,
80.094,8.358314733,
80.144,8.349264393,
80.144,8.349407612,
80.144,8.313927245,
80.144,8.317579832,
80.171,8.317579832,
80.171,8.317579832,
80.171,7.764795413,
80.171,7.768773713,
80.194,7.753411803,
80.194,7.748421578,
80.194,8.025056059,
80.194,8.030097615,
80.224,8.02377805,
80.224,8.021035194,
80.224,7.734874297,
80.224,7.738891427,
80.264,7.730675708,
80.264,7.727622895,
80.264,8.822718466,
80.264,8.817217375,
80.274,8.817217375,
80.274,8.817217375,
80.301,4.049095491,
80.301,4.332852625,
80.331,4.319631169,
80.331,4.273186427,
80.331,4.559256966,
80.331,4.598449041,
80.364,4.589756855,
80.364,4.567739653,
80.364,4.734238296,
80.364,4.786225496,
80.434,4.775468448,
80.434,4.753104472,
80.434,4.250748098,
80.434,4.376074489,
80.434,4.376074489,
80.434,4.376074489,
80.434,4.376074489,
80.434,4.376074489,
80.461,4.351966165,
80.461,4.296314245,
80.461,5.428234583,
80.461,5.363149921,
80.501,5.348674793,
80.501,5.330177886,
80.501,6.867742815,
80.501,6.800300566,
80.534,6.783349634,
80.534,6.77303841,
80.534,6.492053864,
80.534,6.509147696,
80.564,6.509147696,
80.564,6.509147696,
80.564,5.44202343,
80.564,5.551337407,
80.591,5.534356996,
80.591,5.516021107,
80.591,4.099649842,
80.591,4.402189294,
80.594,4.385117651,
80.594,4.352789604,
80.594,3.675231945,
80.594,3.834412615,
80.664,3.818743778,
80.664,3.778237986,
80.664,5.322907916,
80.664,5.124958174,
80.704,5.08350532,
80.704,5.038376023,
80.704,4.166856318,
80.704,4.354402924,
80.734,4.354402924,
80.734,4.354402924,
80.734,4.248458537,
80.734,4.264330773,
80.771,4.243414175,
80.771,4.211433793,
80.771,2.856696367,
80.771,3.363289595,
80.801,3.349271434,
80.801,3.297410026,
80.804,4.050830573,
80.804,3.906050755,
80.824,3.885655435,
80.824,3.846265229,
80.824,4.376356946,
80.824,4.297723479,
80.844,4.275345106,
80.844,4.242672606,
80.844,4.053349325,
80.844,4.11949859,
80.894,4.096196428,
80.894,4.061647775,
80.894,3.388766621,
80.894,3.62508106,
80.934,3.605512869,
80.934,3.561291541,
80.934,4.663339116,
80.934,4.463131959,
80.961,4.436902888,
80.961,4.407840241,
80.961,4.179081062,
80.961,4.248139109,
80.971,4.248139109,
80.971,4.248139109,
80.974,2.625691114,
80.974,3.273967422,
81.024,3.247954427,
81.024,3.138006643,
81.024,3.47448246,
81.024,3.444222197,
81.064,3.426099847,
81.064,3.377004704,
81.064,3.276241458,
81.064,3.377489516,
81.104,3.359949346,
81.104,3.30961048,
