"Theta_x","Theta_y","Estimated Theta_x","Estimated Theta_y"
32.194,-132.6730347,32.654,-100.6157893,
32.211,-131.9656048,32.674,-99.81691812,
32.241,-131.4081617,32.721,-99.81691812,
32.294,-130.7017343,32.741,-99.81691812,
32.311,-130.199916,32.771,-99.81691812,
32.354,-128.6048927,32.801,-101.4170414,
32.374,-122.1262858,32.864,-101.4170414,
32.391,-118.2001757,32.881,-103.1963565,
32.461,-110.3461984,32.931,-103.1963565,
32.494,-103.9522508,32.961,-103.1963565,
32.494,-103.9984382,32.984,-103.4614602,
32.534,-101.6186129,33.011,-103.4614602,
32.574,-99.96113987,33.044,-103.4614602,
32.611,-98.314665,33.064,-103.4614602,
32.654,-100.3448398,33.104,-103.4614602,
32.674,-101.1641851,33.104,-103.4614602,
32.721,-101.980967,33.191,-103.3733208,
32.741,-103.0928341,33.214,-102.838502,
32.771,-104.4676588,33.214,-102.838502,
32.801,-105.1260852,33.294,-102.4456878,
32.864,-105.9295198,33.321,-102.4456878,
32.881,-106.0408024,33.361,-101.7305371,
32.884,-106.1439574,33.374,-101.3844688,
32.961,-106.3136208,33.394,-101.3844688,
32.984,-106.3197625,33.454,-101.3283687,
33.011,-106.3734893,33.474,-101.041506,
33.044,-106.3391127,33.521,-101.041506,
33.064,-106.2997421,33.541,-100.7012361,
33.104,-106.3135974,33.581,-100.7012361,
33.104,-106.2189494,33.604,-100.7012361,
33.191,-105.8786315,33.654,-100.3226673,
33.214,-105.8912316,33.691,-99.62000452,
33.214,-105.8448294,33.721,-99.63150052,
33.284,-105.3102517,33.754,-99.63150052,
33.321,-105.2554501,33.781,-98.99531161,
33.361,-104.5533878,33.814,-98.8476057,
33.374,-104.5069656,33.924,-97.82171229,
33.394,-104.4227659,33.924,-97.82171229,
33.454,-103.6915743,33.924,-97.82171229,
33.474,-103.5136514,33.944,-97.82171229,
33.521,-103.3360818,33.991,-97.82171229,
33.541,-103.055389,34.014,-97.16371325,
33.581,-102.9102085,34.054,-97.16371325,
33.604,-102.9256476,34.091,-97.16371325,
33.654,-102.5232999,34.114,-95.972652,
33.691,-101.2684856,34.151,-95.972652,
33.721,-101.1874251,34.191,-94.24438877,
33.754,-100.5358274,34.204,-93.22295435,
33.781,-100.130487,34.254,-93.22295435,
33.814,-100.0255328,34.284,-91.93860306,
33.901,-99.78301838,34.311,-91.96382597,
33.924,-98.33455021,34.314,-91.96382597,
33.924,-98.33932123,34.391,-90.23785714,
33.944,-97.69782392,34.404,-90.23785714,
33.991,-96.87708195,34.434,-89.90211268,
34.014,-96.55320908,34.494,-89.90211268,
34.054,-96.43950521,34.524,-88.35624568,
34.061,-96.10423132,34.524,-88.35624568,
34.114,-94.92162972,34.584,-87.34589707,
34.151,-94.5787466,34.631,-86.38997135,
34.191,-93.55818442,34.634,-86.38997135,
34.204,-93.5747956,34.684,-85.1619472,
34.254,-93.4157419,34.714,-85.1619472,
34.284,-91.9727233,34.714,-84.45317044,
34.311,-91.46346521,34.791,-84.45317044,
34.314,-91.46346521,34.824,-82.57516042,
34.391,-90.22279461,34.844,-81.50745678,
34.404,-90.06659651,34.921,-81.50745678,
34.434,-89.33680225,34.921,-81.50745678,
34.494,-88.20507032,34.954,-79.77573057,
34.524,-87.87099873,34.994,-79.77573057,
34.524,-87.87046517,35.021,-77.87393677,
34.584,-86.50768288,35.041,-77.87393677,
34.631,-86.13373552,35.084,-77.87393677,
34.634,-86.17617614,35.114,-77.87393677,
34.684,-84.76610384,35.161,-76.55260773,
34.714,-84.39152453,35.171,-74.5990236,
34.714,-84.41600662,35.194,-74.5990236,
34.791,-83.21028525,35.251,-74.5990236,
34.824,-81.80224487,35.291,-74.5990236,
34.844,-81.60574238,35.324,-72.1645785,
34.921,-80.838334,35.424,-70.67857071,
34.921,-80.838334,35.424,-70.67857071,
34.954,-79.83124388,35.424,-70.67857071,
34.994,-78.8277904,35.424,-70.67857071,
35.021,-78.20881011,35.424,-70.67857071,
35.041,-77.80528361,35.524,-70.67857071,
35.084,-77.83050383,35.541,-68.35505691,
35.114,-76.59044712,35.571,-68.35505691,
35.161,-74.92228749,35.624,-65.96715328,
35.171,-74.72119046,35.651,-65.96715328,
35.194,-74.74263365,35.691,-64.21036748,
35.251,-73.48572542,35.704,-63.18050949,
35.291,-72.65130476,35.754,-63.18050949,
35.324,-71.8082261,35.774,-62.54601454,
35.354,-71.00638149,35.774,-62.54601454,
35.424,-71.00638149,35.831,-62.54601454,
35.424,-71.00638149,35.881,-62.54601454,
35.424,-71.00638149,35.924,-60.67973921,
35.424,-69.50494738,35.964,-60.67973921,
35.524,-68.65295029,35.964,-60.67973921,
35.541,-67.37156768,36.014,-60.67973921,
35.571,-66.30387353,36.031,-60.67973921,
35.624,-66.08397112,36.071,-57.47233858,
35.651,-64.76462862,36.124,-57.47233858,
35.691,-64.0988745,36.144,-54.17155177,
35.704,-63.65700584,36.174,-54.17155177,
35.754,-62.76694056,36.221,-53.38064425,
35.774,-62.32766355,36.274,-53.38064425,
35.774,-62.32766355,36.294,-52.15566187,
35.831,-61.8795235,36.314,-52.15566187,
35.881,-60.54568881,36.381,-50.51225075,
35.924,-59.01407745,36.381,-50.51225075,
35.964,-58.3708033,36.381,-50.51225075,
35.964,-58.37191881,36.431,-50.51225075,
36.014,-56.69800352,36.471,-48.37004559,
36.031,-56.70314162,36.514,-48.37004559,
36.071,-55.49740443,36.514,-48.37004559,
36.124,-55.30437645,36.591,-46.83272736,
36.144,-54.14262159,36.591,-46.83272736,
36.171,-53.764422,36.641,-46.83272736,
36.221,-53.01323744,36.681,-44.34606284,
36.254,-52.26887879,36.691,-44.34606284,
36.284,-51.70982525,36.741,-44.34606284,
36.314,-51.15419932,36.794,-42.26537687,
36.381,-49.66059575,36.804,-42.26537687,
36.381,-49.66059575,36.844,-42.26537687,
36.381,-49.66059575,36.884,-41.18424298,
36.431,-49.1000656,36.914,-41.18424298,
36.471,-48.54392741,36.944,-40.06278792,
36.514,-48.02498843,36.964,-40.06278792,
36.514,-47.98432089,36.991,-40.06278792,
36.591,-47.05786539,37.041,-40.06278792,
36.591,-47.05786539,37.091,-38.83216986,
36.641,-45.26755482,37.101,-38.83216986,
36.681,-44.9092216,37.154,-37.26822212,
36.691,-44.90529743,37.184,-37.26822212,
36.741,-44.03600245,37.214,-36.42798724,
36.794,-42.38740071,37.234,-36.42798724,
36.804,-42.21736113,37.294,-36.42798724,
36.844,-41.90441633,37.321,-35.13416552,
36.884,-41.59418029,37.321,-35.13416552,
36.914,-40.55010503,37.391,-35.13416552,
36.944,-40.25034734,37.431,-33.88183122,
36.964,-39.9436369,37.451,-33.88183122,
36.991,-39.49684149,37.474,-33.88183122,
37.041,-38.7672544,37.531,-33.64198853,
37.091,-38.02457015,37.544,-33.64198853,
37.101,-37.7088805,37.574,-33.64198853,
37.154,-37.55464227,37.604,-32.0758514,
37.184,-36.52113409,37.691,-32.0758514,
37.214,-36.37421822,37.691,-32.0758514,
37.234,-36.21634274,37.704,-31.01043944,
37.294,-35.49968397,37.731,-31.01043944,
37.321,-34.65672796,37.761,-31.01043944,
37.321,-34.64107717,37.841,-29.90068392,
37.391,-33.57112738,37.851,-29.90068392,
37.431,-33.29537037,37.874,-29.90068392,
37.451,-33.03241278,37.904,-28.64216983,
37.474,-32.76287725,37.954,-28.64216983,
37.531,-32.23707792,37.991,-27.13358999,
37.544,-31.76474749,38.014,-26.90457983,
37.574,-31.26773824,38.054,-26.90457983,
37.604,-30.90676185,38.074,-26.35743475,
37.691,-30.17367384,38.104,-26.35743475,
37.691,-30.17620852,38.161,-25.39539341,
37.704,-29.70744954,38.184,-25.39539341,
37.731,-29.34930747,38.234,-25.39539341,
37.761,-29.10552409,38.241,-25.39539341,
37.841,-28.3880305,38.301,-25.39539341,
37.851,-27.93494598,38.314,-24.4906033,
37.874,-27.68069632,38.344,-24.4906033,
37.904,-27.54286986,38.374,-24.4906033,
37.954,-27.20065703,38.401,-23.24388115,
37.991,-26.42156254,38.454,-23.24388115,
38.014,-26.2925805,38.464,-21.62512325,
38.054,-25.8457311,38.524,-21.62512325,
38.074,-25.60686079,38.534,-21.62512325,
38.104,-25.38193842,38.534,-21.62512325,
38.161,-24.82846134,38.621,-21.62512325,
38.184,-24.38642304,38.674,-20.92214765,
38.234,-24.16763323,38.674,-20.92214765,
38.241,-23.58253535,38.721,-20.92214765,
38.294,-23.46408569,38.741,-19.23383927,
38.314,-22.97690273,38.781,-19.23383927,
38.344,-22.57288024,38.814,-19.23383927,
38.374,-22.27890623,38.871,-18.0858331,
38.401,-21.99433565,38.884,-18.0858331,
38.454,-21.69142733,38.931,-16.38578757,
38.464,-21.50723553,38.944,-16.38578757,
38.524,-20.96220714,38.991,-16.38578757,
38.534,-20.94143582,39.001,-15.06844132,
38.534,-20.75511568,39.044,-15.06844132,
38.621,-20.5607158,39.101,-13.03876962,
38.674,-19.77050628,39.121,-12.72673716,
38.674,-19.77618198,39.144,-12.72673716,
38.721,-19.13389453,39.184,-12.52056389,
38.741,-18.92316839,39.211,-12.52056389,
38.781,-18.82940725,39.234,-11.86553856,
38.814,-18.47955272,39.274,-11.86553856,
38.871,-17.76453775,39.314,-11.86553856,
38.884,-17.61162751,39.354,-10.91320628,
38.931,-17.42494591,39.394,-10.49636818,
38.944,-17.40675691,39.414,-10.49636818,
38.991,-16.90776634,39.434,-10.05285031,
39.001,-16.6536107,39.454,-10.05285031,
39.044,-16.49878928,39.514,-10.05285031,
39.101,-16.15655307,39.551,-10.05285031,
39.121,-15.64681005,39.561,-10.05285031,
39.144,-15.55368589,39.621,-9.0508585,
39.184,-15.44365082,39.661,-8.36185167,
39.211,-15.2101291,39.691,-8.36185167,
39.234,-14.80194433,39.694,-8.36185167,
39.274,-14.64235531,39.754,-7.669190246,
39.314,-14.53197643,39.774,-7.852862328,
39.354,-14.30055704,39.811,-7.852862328,
39.394,-13.72394121,39.844,-7.894841464,
39.414,-13.57140255,39.874,-7.894841464,
39.434,-13.48635437,39.894,-7.894841464,
39.454,-13.31784165,39.921,-7.894841464,
39.514,-13.16821422,39.921,-7.894841464,
39.551,-12.80060864,40.024,-7.520450484,
39.561,-12.48274477,40.051,-7.520450484,
39.621,-12.18823286,40.081,-6.493496628,
39.661,-12.07771921,40.111,-6.493496628,
39.691,-11.85021976,40.151,-5.713189265,
39.694,-11.67876392,40.181,-5.713189265,
39.754,-11.36395483,40.204,-5.713189265,
39.774,-11.2353382,40.241,-5.713189265,
39.811,-11.1031219,40.281,-4.934613857,
39.844,-10.94903418,40.281,-4.934613857,
39.874,-10.94903418,40.351,-4.934613857,
39.894,-10.55482269,40.364,-4.934613857,
39.921,-10.57246843,40.404,-2.973977324,
39.921,-10.53695661,40.454,-2.973977324,
40.024,-10.03590975,40.491,-2.973977324,
40.051,-9.737038206,40.521,-2.223806097,
40.081,-9.644986199,40.554,-2.223806097,
40.111,-9.536299845,40.601,-0.8664318415,
40.151,-9.384256183,40.604,-0.8664318415,
40.181,-9.198657634,40.641,-0.3398542509,
40.204,-8.976851201,40.681,-0.3398542509,
40.241,-8.814372119,40.714,0.08471907671,
40.281,-8.645371357,40.751,0.08471907671,
40.281,-8.632963995,40.791,0.08471907671,
40.351,-8.38349137,40.814,1.391943266,
40.364,-8.267630859,40.871,1.391943266,
40.404,-8.161896173,40.884,1.391943266,
40.454,-8.155000521,40.904,1.391943266,
40.491,-7.812534839,40.984,1.352762945,
40.521,-7.730943564,40.994,1.352762945,
40.554,-7.53832325,41.011,1.352762945,
40.601,-7.4240448,41.044,1.956755251,
40.604,-7.397624018,41.081,1.956755251,
40.641,-7.167219912,41.124,2.064624296,
40.681,-7.030054551,41.141,2.064624296,
40.714,-6.961230579,41.161,2.60538208,
40.751,-6.865491203,41.234,2.60538208,
40.791,-6.721748358,41.244,2.52043191,
40.814,-6.539685016,41.261,2.52043191,
40.861,-6.424220498,41.324,2.52043191,
40.884,-6.321090627,41.341,2.160950798,
40.904,-6.268254432,41.364,2.160950798,
40.974,-6.066124508,41.411,2.160950798,
40.994,-6.001367788,41.411,2.160950798,
41.011,-5.932059394,41.461,2.160950798,
41.044,-5.843066666,41.534,2.464228563,
41.081,-5.755769901,41.551,2.464228563,
41.124,-5.695497272,41.581,2.543040307,
41.141,-5.633545068,41.621,2.543040307,
41.161,-5.596345485,41.654,2.543040307,
41.234,-5.457984834,41.684,2.543040307,
41.244,-5.395800335,41.714,2.384229648,
41.261,-5.355116152,41.754,2.384229648,
41.324,-5.290899293,41.771,2.384229648,
41.341,-5.244239993,41.804,2.384229648,
41.364,-5.177891232,41.854,2.87567048,
41.404,-5.087000483,41.901,2.667050076,
41.411,-5.075454961,41.914,2.667050076,
41.461,-5.004797708,41.954,1.785212757,
41.534,-4.926498191,41.971,1.785212757,
41.551,-4.89244196,42.001,1.785212757,
41.581,-4.824139458,42.054,2.407310804,
41.621,-4.783118281,42.084,2.407310804,
41.654,-4.743049437,42.114,2.719830074,
41.684,-4.705898835,42.161,2.719830074,
41.714,-4.666071721,42.184,2.719830074,
41.754,-4.625369251,42.204,2.696854196,
41.771,-4.594830458,42.261,3.016648433,
41.804,-4.538740655,42.271,3.016648433,
41.854,-4.552603665,42.294,3.016648433,
41.881,-4.521173228,42.344,3.016648433,
41.914,-4.45837767,42.384,2.474076475,
41.954,-4.453571161,42.414,2.474076475,
41.971,-4.403984427,42.414,2.474076475,
42.001,-4.403207604,42.491,2.474076475,
42.054,-4.378695939,42.511,2.474076475,
42.084,-4.358733918,42.541,2.342789601,
42.114,-4.317941908,42.594,2.342789601,
42.144,-4.293223157,42.614,2.342789601,
42.184,-4.318910207,42.634,2.342789601,
42.204,-4.272917749,42.681,1.176506977,
42.261,-4.249262278,42.714,1.176506977,
42.271,-4.250799066,42.751,1.176506977,
42.294,-4.194859113,42.791,1.544839488,
42.344,-4.207325252,42.814,2.084055812,
42.384,-4.206554873,42.844,2.084055812,
42.414,-4.14850412,42.874,2.084055812,
42.414,-4.136634899,42.914,1.783536191,
42.491,-4.159968925,42.944,1.783536191,
42.511,-4.11150726,42.991,1.344528173,
42.541,-4.181245925,43.011,1.344528173,
42.594,-4.140271981,43.051,0.9177577297,
42.614,-4.120660553,43.051,0.9177577297,
42.634,-4.132465045,43.111,0.9177577297,
42.681,-4.177515375,43.111,0.9177577297,
42.714,-4.134319254,43.184,1.842709188,
42.751,-4.1224752,43.191,1.842709188,
42.791,-4.206710457,43.234,1.842709188,
42.814,-4.19734511,43.284,1.842709188,
42.844,-4.156433184,43.341,1.762842247,
42.874,-4.150270109,43.354,1.762842247,
42.914,-4.194632758,43.384,1.473537643,
42.944,-4.212055277,43.434,0.711588119,
42.991,-4.230801434,43.451,0.2765437444,
43.011,-4.228960761,43.484,0.2765437444,
43.051,-4.191657132,43.544,0.4988598463,
43.051,-4.191657132,43.554,0.4988598463,
43.111,-4.157557583,43.584,0.7364528853,
43.111,-4.157557583,43.614,0.7364528853,
43.184,-4.21846716,43.654,0.4031586438,
43.191,-4.188538411,43.674,0.6712292239,
43.234,-4.125902476,43.704,0.6712292239,
43.284,-4.132614838,43.761,0.6712292239,
43.341,-4.185319043,43.784,0.9758529774,
43.354,-4.284358582,43.811,0.9758529774,
43.384,-4.303145807,43.844,0.4423325239,
43.434,-4.325015415,43.884,0.4423325239,
43.451,-4.34863524,43.924,0.5551379533,
43.484,-4.332880448,43.924,0.5551379533,
43.544,-4.318661789,43.964,0.5551379533,
43.554,-4.372810828,44.014,0.5551379533,
43.584,-4.359793382,44.044,1.427803594,
43.614,-4.326625498,44.091,1.427803594,
43.654,-4.381361818,44.124,1.010773913,
43.674,-4.398929248,44.154,0.04211348131,
43.704,-4.376442851,44.191,0.04211348131,
43.751,-4.335174739,44.231,0.08685204672,
43.784,-4.467729623,44.254,0.08685204672,
43.811,-4.450045246,44.284,0.08685204672,
43.844,-4.443760337,44.314,-0.2988587402,
43.884,-4.442933379,44.351,-0.7095942222,
43.924,-4.517184753,44.384,-0.9209474096,
43.924,-4.471587524,44.424,-0.9830018941,
43.964,-4.487346828,44.451,-0.9830018941,
44.014,-4.438406097,44.484,-1.405990203,
44.044,-4.429943423,44.511,-1.405990203,
44.091,-4.583573914,44.541,-1.743353564,
44.124,-4.573651173,44.601,-1.462596152,
44.154,-4.600663294,44.601,-1.462596152,
44.191,-4.555725574,44.654,-1.365853829,
44.231,-4.548277437,44.691,-1.365853829,
44.254,-4.59454299,44.784,-2.156937682,
44.284,-4.639862038,44.784,-2.156937682,
44.314,-4.625835503,44.791,-2.156937682,
44.351,-4.671368069,44.801,-2.156937682,
44.384,-4.659960631,44.851,-2.156937682,
44.424,-4.684102727,44.874,-2.194390682,
44.451,-4.726321802,44.914,-2.409963465,
44.484,-4.733088555,44.954,-3.39415494,
44.511,-4.743548622,44.991,-4.16922326,
44.541,-4.755949951,45.034,-3.700863116,
44.601,-4.764485293,45.034,-3.700863116,
44.601,-4.744115787,45.084,-3.700863116,
44.654,-4.779497258,45.121,-4.344871511,
44.691,-4.835827556,45.144,-4.344871511,
44.784,-4.753513827,45.161,-4.584081058,
44.784,-4.753513827,45.231,-4.584081058,
44.784,-4.753513827,45.254,-5.216292659,
44.801,-4.719082143,45.294,-4.906989932,
44.851,-4.787144057,45.311,-4.906989932,
44.874,-4.875056653,45.341,-4.906989932,
44.914,-4.900389756,45.394,-4.987577919,
44.954,-4.924745466,45.401,-5.065948329,
44.991,-4.926354226,45.454,-5.242164904,
45.034,-4.901938909,45.474,-5.580632943,
45.034,-4.918656609,45.474,-5.580632943,
45.084,-4.857806125,45.514,-5.616872897,
45.121,-4.896208482,45.631,-5.616872897,
45.144,-4.891159988,45.664,-5.616872897,
45.161,-4.848529614,45.664,-5.616872897,
45.231,-4.979269379,45.691,-5.12939243,
45.254,-4.966089844,45.724,-5.12939243,
45.284,-4.958131926,45.751,-5.064600452,
45.311,-4.923589009,45.791,-5.064600452,
45.341,-4.949677052,45.824,-5.271504936,
45.394,-4.934321637,45.851,-5.271504936,
45.401,-4.911124127,45.891,-4.715748192,
45.454,-4.941630269,45.891,-4.715748192,
45.474,-4.923882352,45.931,-4.715748192,
45.474,-4.842610313,45.984,-4.715748192,
45.514,-4.845708723,46.034,-5.035281672,
45.631,-4.730189354,46.034,-5.035281672,
45.631,-4.816608357,46.084,-5.035281672,
45.664,-4.86509862,46.114,-5.035281672,
45.691,-4.86585202,46.161,-5.311408477,
45.724,-4.861434152,46.181,-5.311408477,
45.751,-4.831071182,46.214,-5.311408477,
45.791,-4.834901094,46.254,-5.003032054,
45.824,-4.797596844,46.254,-5.003032054,
45.851,-4.787537478,46.291,-5.003032054,
45.891,-4.772504107,46.314,-5.003032054,
45.891,-4.729918886,46.374,-5.003032054,
45.931,-4.68587589,46.421,-4.887885894,
45.984,-4.709278256,46.444,-4.887885894,
46.034,-4.618153226,46.484,-4.576412183,
46.034,-4.618153226,46.514,-4.576412183,
46.084,-4.620166978,46.554,-4.254910611,
46.114,-4.594619739,46.584,-4.505495885,
46.161,-4.561132583,46.611,-4.505495885,
46.181,-4.516462127,46.651,-4.505495885,
46.214,-4.490723998,46.691,-4.512233961,
46.254,-4.427010614,46.714,-4.512233961,
46.254,-4.427010614,46.731,-4.499760851,
46.291,-4.405028454,46.781,-4.499760851,
46.314,-4.338932464,46.821,-4.499760851,
46.374,-4.339536755,46.834,-4.499760851,
46.421,-4.331389867,46.844,-4.499760851,
46.444,-4.285491014,46.914,-5.174777168,
46.484,-4.278196127,47.021,-5.174777168,
46.514,-4.238002664,47.021,-5.174777168,
46.554,-4.205269138,47.021,-5.174777168,
46.584,-4.188827449,47.051,-5.174777168,
46.611,-4.145784818,47.081,-5.174777168,
46.651,-4.095817649,47.134,-4.833200524,
46.691,-4.081874413,47.161,-5.868432071,
46.714,-4.030880843,47.184,-5.845456907,
46.731,-4.01037275,47.211,-5.700183028,
46.781,-3.957394972,47.244,-5.700183028,
46.821,-3.914055191,47.284,-5.700183028,
46.834,-3.90044635,47.334,-5.700183028,
46.844,-3.845598874,47.341,-4.85438278,
46.914,-3.839141155,47.371,-4.85438278,
47.001,-3.69379725,47.421,-4.85438278,
47.021,-3.69327648,47.461,-4.85438278,
47.021,-3.691687407,47.501,-5.568961611,
47.051,-3.675472693,47.524,-5.828712991,
47.081,-3.623275912,47.551,-5.828712991,
47.134,-3.564023761,47.581,-5.828712991,
47.161,-3.550851646,47.614,-5.494293391,
47.184,-3.516155491,47.651,-5.404954875,
47.211,-3.445592101,47.694,-5.404954875,
47.244,-3.427252664,47.694,-5.404954875,
47.284,-3.380372722,47.754,-5.498614707,
47.334,-3.35643478,47.791,-5.498614707,
47.341,-3.338727257,47.831,-5.498614707,
47.371,-3.275049598,47.831,-5.498614707,
47.421,-3.246685761,47.891,-5.625991956,
47.461,-3.217867604,47.914,-5.798025644,
47.501,-3.151605787,47.941,-5.798025644,
47.524,-3.129451892,47.964,-5.798025644,
47.544,-3.068900019,48.014,-5.798025644,
47.581,-3.036076884,48.054,-5.957053713,
47.614,-2.989490666,48.084,-5.698599339,
47.651,-2.945123545,48.104,-5.698599339,
47.694,-2.856169551,48.141,-5.014049384,
47.694,-2.856169551,48.191,-5.014049384,
47.754,-2.782524434,48.221,-5.457119742,
47.791,-2.748546274,48.284,-5.667907003,
47.831,-2.653609514,48.284,-5.667907003,
47.831,-2.643814372,48.331,-5.667907003,
47.891,-2.610148289,48.341,-5.667907003,
47.914,-2.561192407,48.361,-5.478194869,
47.941,-2.52179676,48.401,-5.478194869,
47.964,-2.465328901,48.454,-5.478194869,
48.014,-2.396489846,48.521,-5.735582439,
48.054,-2.367936391,48.521,-5.735582439,
48.084,-2.318914033,48.581,-5.927340895,
48.104,-2.265395009,48.591,-5.927340895,
48.141,-2.21675336,48.604,-5.927340895,
48.191,-2.173654069,48.654,-5.927340895,
48.221,-2.125672401,48.674,-6.100670567,
48.284,-2.028614484,48.721,-6.100670567,
48.284,-2.020092943,48.791,-5.830905393,
48.331,-1.954805946,48.791,-5.830905393,
48.341,-1.932004389,48.791,-5.830905393,
48.361,-1.862383024,48.844,-5.830905393,
48.401,-1.804020169,48.884,-6.304330798,
48.454,-1.720319797,48.921,-6.92636488,
48.521,-1.653833235,48.951,-6.92636488,
48.521,-1.614524929,48.984,-6.773782993,
48.554,-1.488935451,49.004,-7.429338268,
48.591,-1.479148503,49.034,-7.429338268,
48.604,-1.457938832,49.074,-7.429338268,
48.654,-1.411646246,49.114,-7.497372112,
48.674,-1.348376201,49.151,-7.497372112,
48.721,-1.280836765,49.204,-7.23314817,
48.791,-1.094706853,49.204,-7.23314817,
48.791,-1.094706853,49.234,-7.23314817,
48.791,-1.094706853,49.271,-7.23314817,
48.844,-1.057879249,49.271,-7.23314817,
48.884,-0.9972067948,49.351,-7.571532386,
48.921,-0.9361465829,49.391,-7.571532386,
48.951,-0.8717290281,49.414,-7.872109327,
48.984,-0.8205109931,49.441,-8.767586695,
49.004,-0.7539447265,49.451,-8.767586695,
49.034,-0.6836912767,49.524,-8.767586695,
49.074,-0.6246390343,49.551,-8.767586695,
49.114,-0.5506309193,49.574,-8.746884892,
49.151,-0.488576328,49.614,-8.757541839,
49.201,-0.4008413838,49.661,-8.757541839,
49.204,-0.354802621,49.684,-8.757541839,
49.234,-0.2861545458,49.721,-8.601440977,
49.271,-0.2344799924,49.751,-8.601440977,
49.271,-0.2344799924,49.761,-8.601440977,
49.351,-0.09187410576,49.831,-8.978582229,
49.391,-0.01742613698,49.844,-8.978582229,
49.414,0.05493899657,49.884,-9.016548287,
49.441,0.09346368571,49.914,-8.757783955,
49.451,0.1547596628,49.951,-8.713821951,
49.524,0.2522426478,49.981,-8.713821951,
49.551,0.3572895218,49.994,-8.713821951,
49.574,0.4261255426,50.044,-8.731775185,
49.614,0.5087736696,50.084,-8.675447137,
49.651,0.6056219222,50.114,-8.675447137,
49.684,0.6562929581,50.154,-8.604219396,
49.721,0.7448036476,50.171,-8.772570908,
49.744,0.8120563739,50.211,-8.772570908,
49.761,0.8980448691,50.251,-8.772570908,
49.831,1.003146605,50.261,-8.686205083,
49.844,1.070078491,50.294,-8.686205083,
49.884,1.151282342,50.351,-8.686205083,
49.914,1.241434707,50.391,-8.934365347,
49.951,1.316816992,50.414,-9.006142008,
49.981,1.409924589,50.484,-9.000798925,
49.994,1.440168466,50.484,-9.000798925,
50.044,1.545031633,50.514,-8.946976002,
50.084,1.707763555,50.554,-8.946976002,
50.114,1.78638231,50.574,-8.946976002,
50.154,1.897439492,50.621,-8.760003424,
50.171,1.972705648,50.641,-8.760003424,
50.211,2.05542845,50.674,-8.760003424,
50.251,2.155249886,50.724,-8.644751035,
50.261,2.291921606,50.741,-8.555148086,
50.294,2.39515098,50.784,-8.555148086,
50.351,2.439533251,50.804,-8.408422038,
50.391,2.588119723,50.834,-8.408422038,
50.414,2.664406497,50.874,-8.408422038,
50.484,2.883720771,50.914,-8.426582241,
50.484,2.883720771,50.954,-8.426582241,
50.514,2.988926069,50.994,-8.063169553,
50.554,3.089212705,51.024,-8.119732086,
50.574,3.182893144,51.044,-8.003230083,
50.611,3.285417179,51.084,-8.003230083,
50.641,3.379712356,51.104,-7.83298958,
50.674,3.491730624,51.144,-7.83298958,
50.724,3.655316009,51.184,-7.83298958,
50.741,3.739375095,51.214,-7.83298958,
50.784,3.831406635,51.224,-7.850178314,
50.804,3.918946211,51.271,-7.850178314,
50.834,4.019255192,51.311,-7.092853246,
50.874,4.116293573,51.354,-7.092853246,
50.914,4.258432184,51.384,-7.007038405,
50.954,4.401073423,51.421,-6.766159308,
50.994,4.498476227,51.454,-6.766159308,
51.024,4.675400879,51.481,-6.569748908,
51.044,4.766347273,51.484,-6.569748908,
51.084,4.890631643,51.544,-6.569748908,
51.104,4.968418603,51.584,-6.224320999,
51.144,5.081946536,51.624,-6.224320999,
51.184,5.212437786,51.644,-5.870969573,
51.214,5.335645129,51.674,-5.870969573,
51.224,5.43255993,51.674,-5.870969573,
51.271,5.502826913,51.731,-5.870969573,
51.311,5.723711889,51.791,-5.870969573,
51.354,5.856697472,51.814,-5.647403661,
51.384,5.96779615,51.841,-5.647403661,
51.421,6.074554845,51.881,-5.647403661,
51.454,6.171153458,51.991,-5.382934469,
51.481,6.249762656,51.991,-5.382934469,
51.484,6.390695197,51.991,-5.382934469,
51.544,6.433329202,51.991,-5.382934469,
51.584,6.66638977,52.034,-5.382934469,
51.624,6.785178182,52.054,-5.16054256,
51.644,6.913749558,52.094,-5.16054256,
51.674,7.011008782,52.094,-5.16054256,
51.674,7.053733064,52.191,-4.709257875,
51.731,7.244120244,52.191,-4.709257875,
51.791,7.371273386,52.271,-4.38555272,
51.814,7.460057468,52.274,-4.38555272,
51.841,7.522768805,52.311,-4.38555272,
51.881,7.672430773,52.344,-4.38555272,
51.981,7.984457842,52.381,-4.369802387,
51.991,7.984457842,52.431,-4.369802387,
51.991,8.051315094,52.461,-4.307408653,
51.991,8.15938435,52.474,-4.307408653,
52.034,8.185035471,52.491,-4.307408653,
52.054,8.356688825,52.514,-4.168047234,
52.094,8.452904735,52.574,-4.168047234,
52.094,8.50071578,52.624,-4.168047234,
52.134,8.658008389,52.644,-4.168047234,
52.191,8.807883467,52.681,-4.09604106,
52.271,9.035577251,52.694,-4.09604106,
52.271,9.035577251,52.754,-4.09604106,
52.311,9.091319277,52.784,-3.824574301,
52.344,9.284410453,52.791,-3.824574301,
52.381,9.399359904,52.841,-3.824574301,
52.431,9.559778771,52.891,-3.737448771,
52.461,9.628004439,52.914,-3.737448771,
52.474,9.716699611,52.954,-3.658567434,
52.491,9.804254232,52.971,-3.658567434,
52.514,9.886578149,53.021,-3.658567434,
52.574,9.978228956,53.051,-3.658567434,
