"Theta_x","Theta_y","Estimated Theta_x","Estimated Theta_y"
52.624,10.16496871,53.081,-3.278303683,
52.644,10.25768093,53.134,-3.278303683,
52.681,10.33773737,53.134,-3.119327069,
52.694,10.41678984,53.184,-2.732734037,
52.754,10.54278422,53.214,-2.624514881,
52.784,10.68556016,53.254,-2.624514881,
52.791,10.75334948,53.291,-2.624514881,
52.841,10.84331341,53.304,-2.624514881,
52.891,10.93830768,53.354,-2.554613566,
52.914,11.07316048,53.371,-2.554613566,
52.954,11.18534889,53.394,-2.554613566,
52.971,11.23181576,53.434,-2.554613566,
53.021,11.32787785,53.484,-1.881768187,
53.051,11.44186305,53.511,-1.881768187,
53.081,11.56143402,53.554,-1.881768187,
53.134,11.67453809,53.554,-1.881768187,
53.134,11.72232284,53.604,-1.881768187,
53.184,11.87100899,53.654,-1.759169477,
53.214,11.95798821,53.664,-1.759169477,
53.254,12.06084691,53.691,-1.759169477,
53.291,12.16015142,53.731,-1.759169477,
53.304,12.25190686,53.751,-1.355644457,
53.354,12.33573823,53.824,-1.355644457,
53.371,12.42993751,53.841,-1.355644457,
53.394,12.5160608,53.881,-1.355644457,
53.434,12.57194958,53.931,-0.6884357607,
53.484,12.7341469,53.954,-0.6884357607,
53.511,12.82069562,53.974,-0.6884357607,
53.554,12.93619664,54.021,-0.3813082281,
53.554,12.96172386,54.051,-0.2823342576,
53.604,13.05482365,54.051,-0.2823342576,
53.654,13.18318627,54.121,-0.2823342576,
53.664,13.24222948,54.154,-0.08390697905,
53.691,13.30973673,54.184,-0.08390697905,
53.731,13.40547773,54.224,-0.04102125114,
53.751,13.48713582,54.224,-0.04102125114,
53.824,13.59708509,54.274,-0.04102125114,
53.841,13.68959229,54.314,0.2163627226,
53.881,13.77005021,54.354,0.6770328099,
53.924,13.84155271,54.404,0.6770328099,
53.954,13.93739242,54.434,1.055928447,
53.974,14.02352592,54.461,1.055928447,
54.021,14.09645973,54.461,1.055928447,
54.051,14.19418814,54.524,1.594886405,
54.051,14.22690957,54.544,1.594886405,
54.121,14.33565195,54.581,1.994254168,
54.154,14.41183496,54.621,1.994254168,
54.184,14.5048114,54.654,1.994254168,
54.224,14.60526641,54.681,2.444332031,
54.224,14.64247717,54.711,2.775322585,
54.274,14.73116571,54.754,2.775322585,
54.314,14.81014648,54.784,3.131890966,
54.354,14.87835542,54.784,3.131890966,
54.404,15.01178666,54.851,3.131890966,
54.434,15.04707985,54.854,3.131890966,
54.461,15.11141527,54.911,3.376916468,
54.461,15.1633737,54.911,3.376916468,
54.524,15.22813035,54.964,3.376916468,
54.544,15.29917042,55.014,3.572350376,
54.581,15.36950554,55.051,3.572350376,
54.621,15.44382715,55.091,3.826884007,
54.654,15.49207314,55.121,3.826884007,
54.681,15.56114127,55.164,3.930116054,
54.711,15.62730034,55.194,3.930116054,
54.754,15.6854572,55.221,4.084240182,
54.784,15.76313355,55.254,4.423176856,
54.784,15.78926851,55.264,4.423176856,
54.851,15.86823548,55.304,4.475484794,
54.851,15.86823548,55.354,4.475484794,
54.911,16.05911494,55.354,4.475484794,
54.911,16.05911494,55.421,4.506767786,
54.964,16.10010863,55.441,4.506767786,
55.014,16.15381664,55.471,4.506767786,
55.051,16.19683586,55.521,4.571968935,
55.091,16.25432853,55.551,4.571968935,
55.121,16.30828439,55.584,4.571968935,
55.164,16.37702043,55.614,4.864522435,
55.194,16.40885059,55.661,4.94153628,
55.221,16.43445005,55.681,4.953668257,
55.254,16.46819934,55.721,4.953668257,
55.264,16.52624261,55.771,4.957892195,
55.304,16.58457745,55.771,4.957892195,
55.354,16.67457845,55.811,4.957892195,
55.354,16.67457845,55.834,4.771267187,
55.421,16.68418714,55.891,4.771267187,
55.441,16.73867359,55.921,4.771267187,
55.471,16.78054041,55.964,4.771267187,
55.521,16.78081259,55.981,4.73554061,
55.551,16.82436566,56.021,4.73554061,
55.584,16.87825357,56.054,4.645172597,
55.614,16.9244428,56.074,4.645172597,
55.661,16.91363101,56.094,4.73603618,
55.681,16.92839661,56.151,4.73603618,
55.721,17.01458131,56.194,4.73603618,
55.771,17.06692027,56.214,4.598907012,
55.771,17.07039366,56.254,4.358461262,
55.811,17.08015465,56.291,4.460982855,
55.834,17.09591729,56.331,4.460982855,
55.891,17.10930827,56.354,4.460982855,
55.921,17.12182797,56.391,4.233182151,
55.964,17.1463145,56.411,4.233182151,
55.981,17.13395911,56.454,4.507195416,
56.021,17.14152051,56.481,4.34231403,
56.054,17.15372503,56.514,4.34231403,
56.074,17.17933696,56.554,4.14385974,
56.094,17.21303316,56.601,4.271420105,
56.151,17.21459038,56.621,4.271420105,
56.194,17.17296425,56.664,4.432510149,
56.214,17.19334393,56.681,4.432510149,
56.254,17.19094984,56.714,4.623124793,
56.291,17.24164579,56.754,4.623124793,
56.331,17.22585849,56.791,4.204361613,
56.354,17.27765549,56.811,4.173508404,
56.391,17.1961276,56.864,4.173508404,
56.411,17.21860909,56.881,4.249255678,
56.454,17.25298758,56.904,4.249255678,
56.481,17.24276652,56.954,4.327132078,
56.514,17.25802559,56.994,4.622111339,
56.554,17.2111483,57.014,4.622111339,
56.574,17.23956552,57.061,4.946923774,
56.621,17.239629,57.081,4.946923774,
56.664,17.19241903,57.101,4.937954194,
56.681,17.21676888,57.154,4.937954194,
56.714,17.25584138,57.204,5.270733754,
56.754,17.23422946,57.221,5.270733754,
56.791,17.17945534,57.251,5.270733754,
56.811,17.19018413,57.294,5.029021373,
56.864,17.22549124,57.321,5.035508985,
56.881,17.16594118,57.341,5.035508985,
56.904,17.17933196,57.364,5.035508985,
56.954,17.13318199,57.424,5.053782223,
56.994,17.101793,57.481,5.00207532,
57.014,17.13172987,57.484,5.00207532,
57.054,17.10763119,57.524,5.324390136,
57.081,17.05469439,57.634,5.324390136,
57.101,17.06171164,57.634,5.324390136,
57.154,17.04444306,57.634,5.324390136,
57.204,17.01704553,57.634,5.324390136,
57.221,17.01300645,57.684,5.166559669,
57.251,16.99951541,57.721,5.091761128,
57.294,16.92241454,57.744,5.091761128,
57.321,16.93809759,57.764,5.091761128,
57.341,16.93311048,57.821,5.091761128,
57.364,16.90279043,57.834,5.091761128,
57.424,16.8752456,57.894,4.955334292,
57.481,16.78907854,57.924,4.955334292,
57.484,16.73315259,57.954,4.955334292,
57.524,16.73352534,57.984,4.524453643,
57.631,16.7523106,58.021,4.524453643,
57.634,16.56260548,58.071,4.524453643,
57.634,16.56260548,58.091,4.198428439,
57.634,16.57910566,58.124,4.198428439,
57.684,16.49564681,58.124,4.198428439,
57.721,16.47551946,58.154,3.98709135,
57.744,16.45761291,58.211,3.98709135,
57.764,16.44450285,58.224,3.98709135,
57.821,16.42308378,58.284,3.783743006,
57.834,16.45671395,58.304,3.783743006,
57.884,16.34082446,58.331,3.783743006,
57.924,16.1102656,58.394,4.047498101,
57.944,16.11794759,58.424,4.047498101,
57.984,16.06095567,58.444,4.465853648,
58.021,16.02027214,58.514,4.465853648,
58.034,15.97869459,58.524,4.465853648,
58.091,15.85873444,58.544,5.073450117,
58.124,15.77386401,58.574,5.073450117,
58.124,15.78854523,58.634,5.073450117,
58.154,15.78461065,58.654,4.985763383,
58.211,15.71920054,58.671,4.985763383,
58.224,15.56746073,58.711,4.985763383,
58.284,15.41005465,58.761,4.985763383,
58.304,15.34002464,58.774,4.985763383,
58.331,15.25876117,58.811,4.820182024,
58.394,15.13222518,58.831,4.820182024,
58.424,15.0435452,58.864,4.820182024,
58.444,14.87486509,58.904,4.820182024,
58.501,14.84947593,58.934,4.674103586,
58.524,14.74152101,58.984,4.674103586,
58.544,14.66832509,59.021,4.352086338,
58.574,14.60390311,59.051,4.352086338,
58.604,14.50666824,59.091,4.352086338,
58.654,14.4011957,59.114,4.795988179,
58.671,14.28617388,59.141,4.704863547,
58.711,14.1434797,59.164,4.704863547,
58.744,14.03350804,59.201,4.704863547,
58.774,13.922731,59.234,4.704863547,
58.811,13.75716309,59.251,4.704863547,
58.831,13.68971913,59.311,4.62935973,
58.864,13.57375675,59.361,4.661507502,
58.904,13.42285103,59.394,5.042836132,
58.934,13.42285103,59.424,5.243676688,
58.984,13.11208209,59.451,5.243676688,
59.021,12.92459814,59.471,5.575988073,
59.051,12.74213739,59.544,5.294498511,
59.091,12.523488,59.544,5.294498511,
59.114,12.40367422,59.584,5.294498511,
59.141,12.2146445,59.614,4.958329292,
59.164,12.2146445,59.651,4.958329292,
59.201,12.03182644,59.691,4.958329292,
59.234,11.84836017,59.691,4.958329292,
59.251,11.6866881,59.724,4.958329292,
59.311,11.42153287,59.764,4.899007487,
59.361,10.91373154,59.804,4.899007487,
59.394,10.788397,59.844,4.899007487,
59.424,10.54253971,59.884,4.899007487,
59.451,10.311462,59.901,3.854742325,
59.471,10.1196028,59.944,3.778625342,
59.541,9.642351013,59.974,3.858541403,
59.544,9.639647626,60.014,3.858541403,
59.584,9.223826937,60.054,3.954805659,
59.614,8.956553283,60.094,3.954805659,
59.651,8.699365052,60.094,3.954805659,
59.691,8.208494798,60.134,3.041858363,
59.691,8.001895302,60.174,3.041858363,
59.724,8.04409188,60.201,3.041858363,
59.764,7.575939141,60.311,1.811337758,
59.804,6.839872137,60.311,1.811337758,
59.844,6.513671823,60.311,1.811337758,
59.884,6.090082021,60.354,1.811337758,
59.901,5.661840265,60.384,1.175033345,
59.944,5.062191323,60.411,-0.05011672331,
59.974,4.489382157,60.451,-0.05011672331,
60.014,4.018764028,60.624,-0.9028501025,
60.054,3.441547787,60.624,-0.9028501025,
60.094,2.486711529,60.671,-0.9028501025,
60.094,2.312877626,60.694,-0.9028501025,
60.134,1.676520255,60.784,-5.700494636,
60.174,1.009842769,60.791,-5.700494636,
60.201,0.02956554448,60.791,-5.700494636,
60.311,-2.364245111,60.821,-5.700494636,
60.311,-2.365938587,60.874,-5.700494636,
60.311,-2.566291298,60.901,-7.716727609,
60.354,-3.857642887,60.924,-7.716727609,
60.384,-4.765639356,60.964,-10.21187996,
60.404,-5.639812362,61.004,-14.23414833,
60.451,-6.855660393,61.024,-14.23414833,
60.624,-16.12852771,61.061,-14.23414833,
60.624,-16.30523882,61.084,-14.23414833,
60.671,-18.47063262,61.111,-14.23414833,
60.694,-20.82870415,61.181,-16.45861872,
60.784,-28.99926306,61.181,-16.45861872,
60.791,-29.19209046,61.224,-53.64941987,
60.791,-29.58117963,61.244,-53.64941987,
60.821,-32.71496689,61.244,-53.64941987,
60.874,-39.02048333,61.341,-53.64941987,
60.901,-42.16845282,61.361,-106.4282449,
60.924,-45.92237733,61.391,-106.4282449,
60.964,-51.22563928,61.481,-129.2640509,
61.004,-57.52319536,61.481,-129.2640509,
61.024,-62.57712252,61.491,-129.2640509,
61.061,-69.75997809,61.521,-138.4533352,
61.084,-73.67508126,61.554,-138.4533352,
61.111,-77.49665027,61.601,-140.3916112,
61.181,-86.35587181,61.624,-141.5886448,
61.181,-88.88535911,61.654,-141.5886448,
61.224,-95.38615695,61.694,-141.5886448,
61.244,-100.7525301,61.754,-141.6691625,
61.244,-102.7924617,61.794,-141.6691625,
61.341,-106.910946,61.794,-141.6691625,
61.361,-110.6454182,61.824,-143.615898,
61.391,-113.4738236,61.871,-143.615898,
61.481,-120.1749379,61.894,-144.8346961,
61.481,-120.1749379,61.914,-144.8346961,
61.491,-121.6239975,61.944,-144.8346961,
61.521,-124.1893524,61.984,-145.2825373,
61.554,-125.4882559,62.021,-145.2825373,
61.601,-127.1285757,62.064,-145.7564052,
61.624,-129.101657,62.074,-145.7564052,
61.654,-130.1609803,62.104,-145.7564052,
61.694,-130.7317942,62.154,-145.8917665,
61.754,-133.4365986,62.154,-145.8917665,
61.791,-133.9668989,62.154,-145.8917665,
61.794,-134.8112643,62.154,-145.8917665,
61.824,-136.1871173,62.294,-146.6492212,
61.871,-137.2145366,62.331,-146.7901321,
61.894,-138.0049416,62.344,-146.7901321,
61.914,-138.5377499,62.384,-147.0505865,
61.944,-139.6082784,62.424,-147.0505865,
61.984,-140.3335931,62.471,-147.0893503,
62.021,-140.6440333,62.491,-147.0893503,
62.064,-141.5380748,62.491,-147.0893503,
62.074,-142.0901549,62.571,-147.3301043,
62.104,-142.5732486,62.594,-147.3301043,
62.154,-143.5263681,62.621,-147.6055731,
62.154,-143.6046374,62.661,-147.6055731,
62.154,-144.3209448,62.684,-148.0362007,
62.154,-144.3358545,62.724,-148.0362007,
62.294,-145.1644591,62.764,-148.0362007,
62.331,-145.5593532,62.801,-148.5411229,
62.344,-145.764015,62.824,-148.5411229,
62.384,-146.3469359,62.864,-148.5411229,
62.424,-146.5231717,62.891,-148.9333999,
62.471,-146.9566555,62.924,-149.2766477,
62.491,-147.4661014,62.941,-149.2766477,
62.491,-147.4661014,62.941,-149.2766477,
62.571,-147.9127705,62.951,-149.2766477,
62.594,-148.2247116,62.951,-149.2766477,
62.621,-148.4537723,63.071,-149.2766477,
62.661,-148.7325786,63.144,-149.457902,
62.684,-148.9498723,63.174,-149.457902,
62.724,-149.185986,63.174,-149.457902,
62.764,-149.4006993,63.214,-149.457902,
62.801,-149.7119052,63.274,-149.6419387,
62.824,-149.7932235,63.294,-149.7485858,
62.864,-149.9780057,63.331,-149.7485858,
62.891,-150.178225,63.354,-149.7481905,
62.924,-150.3198291,63.394,-149.7481905,
62.941,-150.395258,63.394,-149.7481905,
62.941,-150.395258,63.434,-149.7481905,
62.951,-150.6790605,63.474,-149.7481905,
62.951,-150.6790605,63.524,-149.7203222,
63.071,-150.9720441,63.534,-149.7203222,
63.144,-151.122159,63.614,-149.8627376,
63.174,-151.3717722,63.641,-149.858878,
63.174,-151.3857385,63.661,-149.858878,
63.214,-151.4752456,63.694,-149.858878,
63.274,-151.620725,63.694,-149.8755388,
63.294,-151.6876432,63.754,-149.7780403,
63.331,-151.81511,63.824,-149.7780403,
63.354,-151.8805982,63.834,-149.7780403,
63.394,-151.9160787,63.904,-149.5458909,
63.394,-151.9339952,63.924,-149.5458909,
63.434,-151.9971674,63.934,-149.5458909,
63.474,-152.07819,63.961,-149.4712101,
63.524,-152.1375708,64.011,-149.4712101,
63.534,-152.2402555,64.034,-149.4202534,
63.614,-152.3434755,64.054,-149.4202534,
63.631,-152.3614539,64.121,-149.3733467,
63.661,-152.402922,64.121,-149.3733467,
63.694,-152.4256961,64.171,-149.3733467,
63.694,-152.4542827,64.194,-149.3745684,
63.754,-152.4815596,64.234,-149.3745684,
63.824,-152.5003069,64.271,-148.9766755,
63.834,-152.5186096,64.294,-148.867583,
63.904,-152.5784814,64.294,-148.867583,
63.904,-152.5086266,64.331,-148.867583,
63.934,-152.4972407,64.381,-148.867583,
63.961,-152.4782039,64.441,-148.867583,
64.011,-152.4713663,64.484,-148.6327198,
64.034,-152.4371561,64.494,-148.6327198,
64.054,-152.386614,64.534,-148.6327198,
64.121,-152.3427858,64.534,-148.6327198,
64.121,-152.3427858,64.604,-148.0279246,
64.171,-152.3123579,64.624,-148.0279246,
64.194,-152.3130214,64.661,-147.8816646,
64.234,-152.1969245,64.704,-147.8816646,
64.271,-152.126506,64.724,-147.6965894,
64.294,-152.1029584,64.764,-147.3687837,
64.294,-152.0592794,64.801,-147.18957,
64.331,-152.0489958,64.824,-147.18957,
64.381,-152.0022966,64.864,-146.9739417,
64.441,-151.8286876,64.884,-146.9739417,
64.484,-151.7780452,64.924,-146.6939812,
64.494,-151.7678747,64.964,-146.6939812,
64.534,-151.6841937,64.964,-146.6939812,
64.534,-151.6690986,65.021,-146.6939812,
64.604,-151.4582975,65.024,-146.473637,
64.624,-151.4007446,65.024,-146.473637,
64.661,-151.3120839,65.111,-146.473637,
64.704,-151.1920277,65.171,-146.473637,
64.724,-151.1192184,65.191,-146.473637,
64.764,-150.9326322,65.204,-145.6550832,
64.801,-150.8172836,65.234,-145.6550832,
64.824,-150.7590508,65.304,-144.8769774,
64.864,-150.5931826,65.331,-144.7778299,
64.884,-150.4741328,65.361,-144.7778299,
64.924,-150.3913814,65.394,-144.7778299,
64.961,-150.2782205,65.434,-144.4149939,
64.964,-150.1386191,65.464,-144.4149939,
65.001,-150.1386191,65.494,-143.8909333,
65.024,-149.8791214,65.524,-143.8909333,
65.024,-149.8791214,65.564,-143.5411884,
65.111,-149.9695439,65.584,-143.5411884,
65.171,-149.5412871,65.631,-143.1470362,
65.191,-149.3196218,65.671,-143.1470362,
65.204,-149.2195034,65.694,-143.1470362,
65.234,-149.1522645,65.734,-142.5715485,
65.304,-148.7974619,65.764,-142.1658572,
65.331,-148.5686315,65.784,-142.1658572,
65.361,-148.5131521,65.814,-142.1658572,
65.394,-148.3423862,65.881,-141.8846956,
65.434,-147.9816406,65.894,-141.8846956,
65.464,-147.8582039,65.934,-141.8846956,
65.494,-147.6885108,65.961,-141.2863465,
65.524,-147.5736545,66.001,-141.2863465,
65.564,-147.2503488,66.004,-141.2863465,
65.584,-147.1104995,66.031,-141.2863465,
65.631,-147.0140602,66.081,-141.2863465,
65.671,-146.8471488,66.131,-140.5363618,
65.694,-146.5417887,66.131,-140.5363618,
65.734,-146.4281565,66.184,-140.5363618,
65.764,-146.2080117,66.224,-139.2679769,
65.784,-146.1537557,66.254,-139.2679769,
65.814,-146.0083194,66.291,-139.2679769,
65.881,-145.6563293,66.331,-139.2679769,
65.894,-145.6747942,66.371,-138.4325919,
65.934,-145.4029402,66.401,-138.4325919,
65.961,-145.0539968,66.404,-138.4325919,
66.001,-144.9167105,66.461,-138.4325919,
66.004,-144.6558023,66.501,-137.4938084,
66.031,-144.4705091,66.534,-136.6952043,
66.081,-144.1297993,66.554,-136.6952043,
66.131,-143.7707919,66.634,-135.7482591,
66.131,-143.7622781,66.634,-135.7482591,
66.184,-143.6002997,66.641,-135.7482591,
66.224,-143.4452732,66.691,-135.7482591,
66.254,-143.2317053,66.731,-135.7482591,
66.291,-142.8653168,66.754,-135.2315328,
66.331,-142.5741135,66.791,-134.4933047,
66.371,-142.1461376,66.831,-134.4933047,
66.401,-141.8197031,66.864,-134.4933047,
66.404,-141.8677946,66.871,-134.4933047,
66.461,-141.4655059,66.904,-133.9235486,
66.501,-141.1025908,66.954,-133.9235486,
66.534,-140.890577,67.004,-132.9167504,
66.554,-140.7693292,67.024,-132.5226499,
66.624,-140.2886149,67.041,-132.5226499,
66.634,-140.2886149,67.081,-132.5226499,
66.641,-140.1250042,67.131,-131.8106554,
66.691,-139.8948454,67.161,-131.8106554,
66.731,-139.5010423,67.201,-131.8106554,
66.754,-139.0488674,67.224,-131.8106554,
66.791,-138.6512076,67.241,-130.563247,
66.831,-138.6877914,67.294,-130.563247,
66.864,-138.1358363,67.331,-129.5985163,
66.871,-138.0485501,67.371,-129.5985163,
66.904,-138.0600275,67.404,-129.5985163,
66.954,-137.9044388,67.431,-129.5985163,
67.004,-137.0009431,67.461,-128.4772086,
67.014,-136.8903724,67.501,-128.4772086,
67.041,-136.7985617,67.514,-127.6521193,
67.081,-136.5220746,67.564,-127.6521193,
67.131,-135.7405385,67.611,-126.8883774,
67.161,-135.5496206,67.611,-126.8883774,
67.201,-135.4016373,67.634,-126.8883774,
67.224,-135.2525486,67.641,-126.8883774,
67.241,-135.0544398,67.721,-126.8883774,
67.294,-134.7267746,67.744,-125.7928953,
67.331,-134.0905425,67.794,-125.7928953,
67.371,-133.8597151,67.824,-125.7928953,
67.404,-133.3137477,67.864,-124.144853,
67.431,-133.0197929,67.881,-124.144853,
67.461,-132.6391182,67.921,-124.144853,
67.501,-132.2548089,67.971,-123.1923211,
67.514,-132.1424794,67.991,-123.1923211,
67.564,-131.8714373,68.031,-122.1454386,
67.611,-131.2836574,68.094,-122.1454386,
67.611,-131.2836574,68.094,-122.1454386,
67.634,-131.2432433,68.094,-122.1454386,
67.641,-131.1262939,68.161,-121.5495853,
67.721,-130.8579683,68.204,-121.5495853,
67.744,-130.0472059,68.224,-119.9102403,
67.794,-129.4943573,68.261,-119.9102403,
67.824,-129.1537846,68.274,-119.9102403,
67.864,-128.7410043,68.331,-119.1609101,
67.881,-128.3826401,68.354,-119.1609101,
67.921,-128.4260526,68.394,-118.2136748,
67.971,-127.5284856,68.431,-118.2136748,
67.991,-127.4110161,68.434,-118.2136748,
68.031,-127.106488,68.504,-117.2280935,
68.094,-126.4968348,68.521,-116.5104628,
68.094,-126.586195,68.564,-115.883865,
68.094,-126.4543689,68.601,-115.883865,
68.161,-126.1405005,68.621,-115.5009593,
68.204,-125.5221182,68.671,-115.5009593,
68.221,-124.8960988,68.694,-115.1586703,
68.261,-124.8444343,68.714,-115.1586703,
68.274,-124.7710128,68.774,-114.1049361,
68.331,-124.0468684,68.784,-114.1049361,
68.351,-123.622283,68.824,-114.1049361,
68.394,-123.3947511,68.864,-113.3481113,
68.431,-123.0792484,68.881,-112.7870373,
68.434,-122.651523,68.914,-112.7870373,
68.504,-122.1168549,68.971,-112.108474,
68.521,-121.6910155,68.984,-112.108474,
68.564,-121.5719253,69.034,-111.3834405,
68.601,-121.0366883,69.081,-110.8529068,
68.621,-120.6059027,69.084,-110.8529068,
68.671,-120.4897308,69.174,-110.541502,
68.694,-119.9533951,69.184,-110.541502,
68.714,-119.7359276,69.201,-110.541502,
68.774,-119.3037272,69.224,-110.541502,
68.784,-118.8769157,69.224,-110.541502,
68.824,-118.4364187,69.284,-109.2619274,
68.864,-118.2185225,69.331,-109.2619274,
68.881,-117.9918837,69.371,-107.8904692,
68.914,-117.4444862,69.394,-107.3744243,
68.971,-117.1109688,69.424,-107.3744243,
68.984,-116.7443729,69.461,-107.3744243,
69.034,-116.4492278,69.491,-106.6550998,
69.081,-115.7820734,69.521,-106.6550998,
69.084,-115.7756446,69.554,-105.7604801,
69.174,-114.9223938,69.584,-105.7604801,
69.184,-114.6686059,69.661,-105.7604801,
69.201,-114.155085,69.661,-105.7604801,
69.224,-114.1053725,69.751,-104.7409066,
69.224,-114.0347922,69.751,-104.7409066,
69.284,-113.988027,69.751,-104.7409066,
69.331,-112.7715765,69.801,-104.7409066,
69.371,-112.333416,69.834,-102.8631262,
69.394,-112.1042602,69.871,-102.8631262,
69.424,-111.7807769,69.894,-102.8631262,
69.461,-111.3225052,69.914,-102.8631262,
69.491,-111.0970367,69.944,-102.2557339,
69.521,-110.9832527,69.984,-102.2557339,
69.554,-110.6446893,70.044,-100.506814,
69.584,-110.7513251,70.064,-100.506814,
69.661,-109.6247143,70.101,-100.506814,
69.661,-109.7486146,70.134,-99.82980054,
69.681,-108.852179,70.161,-98.68951841,
69.751,-108.0668634,70.201,-98.28153512,
69.751,-108.0998968,70.241,-98.28153512,
69.801,-107.6183462,70.254,-97.67168251,
69.834,-107.275119,70.301,-97.67168251,
69.871,-106.7082842,70.324,-96.90771862,
69.894,-106.7206939,70.364,-95.83752678,
69.914,-106.3658171,70.384,-95.83752678,
69.944,-105.9082767,70.444,-95.57424387,
69.984,-105.7355856,70.464,-94.8382167,
70.044,-104.8750683,70.501,-94.8382167,
70.064,-104.6386767,70.524,-94.8382167,
70.101,-104.2958328,70.564,-94.21144777,
70.134,-103.8320076,70.604,-93.17708761,
70.161,-103.3763288,70.604,-93.17708761,
70.201,-102.901829,70.634,-93.17708761,
70.241,-102.7844939,70.701,-92.00590616,
70.254,-102.3199616,70.711,-92.00590616,
70.301,-101.9797212,70.774,-91.31972379,
70.324,-101.5220371,70.801,-91.31972379,
70.364,-101.0373529,70.841,-90.36730433,
70.384,-100.9192846,70.881,-89.92164393,
70.444,-100.3453924,70.891,-89.37463148,
70.464,-99.87613027,70.921,-89.37463148,
70.501,-99.75437642,70.961,-88.92833634,
70.514,-99.75781381,71.004,-88.92833634,
70.564,-98.71222133,71.031,-88.92833634,
70.604,-98.46387154,71.054,-88.92833634,
70.604,-98.51577937,71.104,-87.64840711,
70.634,-98.25106276,71.131,-86.58670148,
70.701,-97.39419653,71.154,-86.08759473,
70.711,-97.43303619,71.171,-86.08759473,
70.774,-96.42978587,71.214,-86.08759473,
70.801,-96.09688885,71.214,-86.08759473,
70.834,-95.75268385,71.311,-86.08759473,
70.881,-95.09636956,71.331,-85.60287957,
70.891,-94.98160191,71.371,-85.60287957,
70.921,-94.65128751,71.391,-85.60287957,
70.961,-94.21230955,71.424,-83.97940538,
71.004,-94.10273924,71.451,-83.97940538,
71.031,-93.88379778,71.511,-83.19828021,
71.054,-93.44575402,71.524,-83.19828021,
71.104,-92.67826083,71.554,-83.19828021,
71.131,-92.34939743,71.574,-83.19828021,
71.154,-92.13035836,71.634,-82.12581802,
71.171,-92.07361926,71.664,-82.12581802,
71.214,-91.97743332,71.674,-82.12581802,
71.214,-91.91235651,71.734,-81.02543127,
71.311,-91.47499783,71.761,-81.02543127,
71.331,-90.17096511,71.794,-79.98734287,
71.371,-89.85787562,71.844,-79.98734287,
71.391,-89.68825369,71.861,-79.32221183,
71.424,-89.29891515,71.884,-79.32221183,
71.451,-89.08816874,71.921,-79.32221183,
71.511,-88.54806293,71.961,-78.39965619,
71.524,-88.12319679,71.984,-78.39965619,
71.554,-87.91247477,72.001,-78.39965619,
71.574,-87.70230868,72.061,-78.39965619,
71.634,-87.28380354,72.111,-78.39965619,
71.664,-86.97194572,72.134,-76.80257695,
71.674,-86.55887256,72.144,-76.80257695,
71.734,-85.9416393,72.194,-75.57705916,
71.761,-85.74557731,72.221,-75.57705916,
71.794,-85.63483028,72.264,-75.57705916,
71.844,-85.30379036,72.304,-75.03651501,
71.861,-85.1229766,72.334,-75.03651501,
71.884,-84.5082133,72.361,-74.02312166,
71.921,-84.40679045,72.404,-74.02312166,
71.961,-83.58920974,72.434,-73.19908315,
71.984,-83.48192003,72.464,-72.83108458,
72.001,-83.37949622,72.484,-72.43368606,
72.041,-83.2221087,72.524,-72.43368606,
72.111,-82.55760918,72.611,-71.82187996,
72.134,-82.04621056,72.611,-71.82187996,
72.144,-81.8160135,72.641,-71.82187996,
72.194,-81.49155786,72.641,-71.82187996,
72.221,-81.22837697,72.691,-71.09810786,
72.264,-80.82039459,72.724,-71.09810786,
72.304,-80.51491039,72.741,-70.23496271,
72.334,-80.01629849,72.801,-70.23496271,
72.361,-79.50650847,72.831,-69.57631003,
72.404,-79.30192754,72.871,-69.57631003,
72.434,-78.79733652,72.894,-69.57631003,
72.464,-78.60395926,72.931,-68.6880916,
72.481,-78.50582632,72.964,-68.18388808,
72.524,-78.30931491,72.984,-68.18388808,
72.561,-77.82782752,73.031,-68.18388808,
72.611,-77.62532009,73.031,-68.18388808,
72.624,-76.99085498,73.104,-67.59457155,
72.641,-76.94442681,73.151,-67.59457155,
72.691,-76.26376275,73.151,-67.59457155,
72.724,-76.07170349,73.194,-67.59457155,
72.741,-75.78375606,73.234,-66.51340936,
72.801,-75.30924753,73.254,-66.51340936,
72.831,-75.21093538,73.291,-66.51340936,
72.871,-74.92607331,73.324,-66.51340936,
72.894,-74.35918936,73.374,-64.3540572,
72.931,-74.17205271,73.391,-64.3540572,
72.964,-73.71232926,73.431,-64.3540572,
72.984,-73.61124601,73.471,-64.09063404,
73.031,-73.51954708,73.494,-64.09063404,
73.031,-73.5201827,73.534,-63.395885,
73.104,-72.56531166,73.571,-62.70081913,
73.151,-71.92944657,73.604,-62.22508742,
73.151,-71.92944657,73.624,-62.22508742,
73.194,-71.55321945,73.664,-62.07786601,
73.234,-71.36601114,73.701,-61.56160591,
73.254,-71.27222233,73.711,-61.56160591,
73.291,-70.99319097,73.731,-61.56160591,
73.324,-70.6147807,73.791,-60.9467164,
73.374,-69.90419403,73.834,-60.9467164,
73.391,-69.66653227,73.871,-60.02532862,
73.431,-69.56323614,73.894,-60.02532862,
73.471,-68.99229393,73.914,-59.42845425,
73.494,-68.80352586,73.934,-59.42845425,
73.534,-68.51785194,74.001,-59.05622734,
73.571,-68.03852442,74.024,-59.05622734,
73.604,-67.77873885,74.064,-59.05622734,
